,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
148,Topic_1,"time, need, feel, deal, trauma, get, other, way, mindfulness, helpful, life, question, good, think, tip, make, cope, information, day, die",winter is rough for me,Topic_1,promoting positive affect in the winter months,2024-01-09,erica
170,Topic_1,"time, need, feel, deal, trauma, get, other, way, mindfulness, helpful, life, question, good, think, tip, make, cope, information, day, die",useful topic/advice how-to tips have time for q&a anything related to eq,Topic_1,improving our relationships_ a focus on listening and communication,2024-02-12,erica
10,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_2,coping with grief and loss,2023-07-13,erica
289,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",lost two people back-to-back  more about acceptance and how to deal with not accepting loss,Topic_2,coping with grief,2023-08-30,lily
51,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",expecting future resources make it clear what type of questions would be answered.,Topic_2,preparing for the post-partum period and maternity leave,2023-08-22,erica
22,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",lost my best friend of 33 years on 7/4/23  presenter needs to sit still,Topic_2,coping with grief and loss,2023-07-13,erica
101,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",it is an area that i want to improve in the easy-to-do tips allot more time for it how to be more articulate,Topic_2,strategies for emotion regulation,2023-10-24,erica
347,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",need to bring happiness in my home made me more aware of my own issue and responsibilities,Topic_2,promoting connection to your partner,2023-10-03,lily
78,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",i know there are always opportunities to improve communication and emotional intelligence,Topic_2,improving our relationships,2023-10-09,erica
302,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",general knowledge honed in tips i already knew nothing anxiety,Topic_2,coping with grief,2023-08-30,lily
74,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",life's anxieties nice pointers to apply nothing not sure,Topic_2,improving our relationships,2023-10-09,erica
295,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",the topic  the opportunity to ask questions. blended families,Topic_2,coping with grief,2023-08-30,lily
115,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",i was interested if i would be able to apply anything to my life.  i would not change anything.,Topic_2,discovering a positive relationship with yourself,2023-10-30,erica
5,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",personal goals topic more resources if available,Topic_2,improving the relationship with yourself,2023-07-06,erica
348,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",relationship management the communication exercise with my partner nothing,Topic_2,promoting connection to your partner,2023-10-03,lily
162,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",looked interesting dividing the day nothing,Topic_2,sprucing up time management,2024-01-26,erica
330,Topic_2,"topic, go, think, make, life, time, change, home, give, work, improve, well, strategy, good, want, interesting, stop, connect, loss, acceptance",the topic presentation was sent to us,Topic_2,connecting with other people,2023-09-25,lily
385,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep","wanted to hear from expert in field, as a refresher self-reinforcement of cbt principles",Topic_3,savoring time off,2023-11-21,lily
290,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",loss of a loved one. the six specific ways to cope with loss and grief.  organizational skills,Topic_3,coping with grief,2023-08-30,lily
182,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep","i've been feeling depressed. the message ""don't be so hard on myself!"" longer time relationship with partner",Topic_3,recovering from family conflict,2023-07-06,lily
64,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",get healthy sleeping habits all was good to know none,Topic_3,getting better sleep,2023-09-13,erica
363,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep","work life balance, stress coping skills, sleep",Topic_3,managing caregiver burnout,2023-10-12,lily
23,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",self help the entire session. it was very informative and interesting it should be longer,Topic_3,coping with grief and loss,2023-07-13,erica
341,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",stress and anxiety   stress/relationships/time management/prioritization,Topic_3,supporting family with anxiety,2023-10-02,lily
4,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",i wanted one of my employees to attend i liked the shift in perspective,Topic_3,improving the relationship with yourself,2023-07-06,erica
238,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",struggled with sleep apnea in the past. all content was very helpful nothing undecided,Topic_3,sleep tips,2023-07-24,lily
39,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",subject subject audience participation (not sure they would) stress management,Topic_3,finding work_life balance,2023-08-08,erica
16,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",i am grieving the post loss longer stress,Topic_3,coping with grief and loss,2023-07-13,erica
390,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep","work/life balance, family stress",Topic_3,managing mood-based decisions for financial management,2023-11-27,lily
6,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",the content was interesting and could be applicable to my life.,Topic_3,improving the relationship with yourself,2023-07-06,erica
239,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep",getting a restful night's sleep,Topic_3,sleep tips,2023-07-24,lily
135,Topic_3,"stress, feel, find, hear, time, cope, loss, session, help, attend, work, get, long, know, social, good, way, life, management, sleep","curiosity, stress and health issues",Topic_3,promoting and enhancing positive mood through the winter months,2023-12-05,erica
96,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",juggling a lot right now the questions we had to ask ourselves  saving money while raising a family,Topic_4,balancing work and family_,2023-10-17,erica
109,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",dealing with teenage emotions all nothing supporting children to transition from college to real worldd,Topic_4,strategies for emotion regulation,2023-10-24,erica
261,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",shame / anonymity the coping exercises and ways to shift your thinking nothing shame / anonymity,Topic_4,building a sense of community,2023-08-14,lily
151,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",post holiday stress looking back and remembering and looking forward,Topic_4,promoting positive affect in the winter months,2024-01-09,erica
352,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",having been a caregiver specific suggestions and examples of thought processes nothing practitioner burnout,Topic_4,managing caregiver burnout,2023-10-12,lily
54,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",expecting first baby a mental health professional being there offering free counseling,Topic_4,preparing for the post-partum period and maternity leave,2023-08-22,erica
89,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",working on work family balance this year all advice given nothing,Topic_4,balancing work and family_,2023-10-17,erica
127,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",1 year anniversary of my mother's death different perspective on grief nothing,Topic_4,coping with grief during the holidays,2023-11-29,erica
423,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",watching a family member help me plan a head,Topic_4,relationships that hurt_ navigating intimate partner violence,2024-02-06,lily
94,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",life knowing it is okay to say no. lol noting at this time.,Topic_4,balancing work and family_,2023-10-17,erica
361,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",care giver for 3 parents that i am not alone one on one sessions,Topic_4,managing caregiver burnout,2023-10-12,lily
60,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",trouble sleeping steps to help you sleep,Topic_4,getting better sleep,2023-09-13,erica
389,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",pdfs/slides attached at beginning of the meeting,Topic_4,managing mood-based decisions for financial management,2023-11-27,lily
287,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",my finance past on 8/8/23 how to deal with the anger and guilt,Topic_4,coping with grief,2023-08-30,lily
234,Topic_4,"work, life, time, session, anxiety, help, cope, think, topic, feel, want, look, need, care, way, balance, know, sleep, tip, self",i wake up feeling tired,Topic_4,sleep tips,2023-07-24,lily
128,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",recent family death being open to discuss feelings nothing how to cope with death from afar,Topic_5,coping with grief during the holidays,2023-11-29,erica
381,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",overall focus on well being suggestions to avoid seclusion no work life balance,Topic_5,fighting back on _hibernation_ mode,2023-11-14,lily
401,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",family crisis flexibility in scheduling nothing coping with grief and maintaining boundaries,Topic_5,promoting healthy habits,2023-12-15,lily
217,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",i am introverted. being social can be challenging. practical advice about handling anticipatory anxiety,Topic_5,building a social network,2023-07-20,lily
103,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",personal improvement recognizing one's emotions in the moment. no recommendations. setting boundaries.,Topic_5,strategies for emotion regulation,2023-10-24,erica
321,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",desire to improve my overall disposition i liked the suggested activities,Topic_5,understanding nightmares,2023-09-18,lily
32,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",recent loss symptom review would like copy of slides,Topic_5,coping with grief and loss,2023-07-13,erica
301,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",the doctor new resources little more time work burnout,Topic_5,coping with grief,2023-08-30,lily
26,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",event resonated with me taught me about grief and what to expect wouldn't change anything,Topic_5,coping with grief and loss,2023-07-13,erica
414,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",self improvement transparency nothing smoking cessation,Topic_5,managing urges for problematic behaviors,2024-01-23,lily
380,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way","dr. lily always had great talks.  nothing , it was great engagement",Topic_5,fighting back on _hibernation_ mode,2023-11-14,lily
15,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",experiencing grief nothing did not receive link after sugning up,Topic_5,coping with grief and loss,2023-07-13,erica
50,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",i am birthing mom whole session nothing,Topic_5,preparing for the post-partum period and maternity leave,2023-08-22,erica
17,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",to learn about grief steps of grief,Topic_5,coping with grief and loss,2023-07-13,erica
131,Topic_5,"grief, time, session, self, stress, cope, work, want, volunteer, always, love, family, loss, need, make, overall, anxiety, reflection, get, way",reflection time time for comments,Topic_5,coping with grief during the holidays,2023-11-29,erica
308,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",topic is important to me slides to back up what the speaker was saying it was a bit rushed at the end,Topic_6,time management,2023-09-12,lily
49,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship","i am 8 months pregant it was just ok make in longer, no so general parenting, communicating effectively",Topic_6,preparing for the post-partum period and maternity leave,2023-08-22,erica
373,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",mil recently had a stroke and niece is having mental health issues at age 35 that is affecting all more sessions nothing respectful boundaries,Topic_6,preparing for family conflict during the holidays,2023-11-08,lily
212,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",interest in the topic lily is wonderful presenter. she is relatable and non-judgmental.,Topic_6,building a social network,2023-07-20,lily
107,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",i thought oit wpuld be very helpful to me during these difficult times. stop method nothing,Topic_6,strategies for emotion regulation,2023-10-24,erica
424,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",i am a survivor it's not too late for counseling to overcome my issues,Topic_6,relationships that hurt_ navigating intimate partner violence,2024-02-06,lily
160,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",hoping to learn new opportunities to improve,Topic_6,parents @ penn medicine_ supporting your child with anxiety,2024-01-16,erica
277,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",am always up for ways to improve how i interact with others,Topic_6,bringing down emotions,2023-08-25,lily
18,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",experiencing my own grief time heals all wounds nothing,Topic_6,coping with grief and loss,2023-07-13,erica
187,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",curious about bad habits versus addiction,Topic_6,breaking bad habits,2023-07-14,lily
38,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",topic relevant topic relevant,Topic_6,finding work_life balance,2023-08-08,erica
171,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",relationship issues relatable nothing relationships,Topic_6,improving our relationships_ a focus on listening and communication,2024-02-12,erica
353,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship","to learn the community  romantic relationship, race in america",Topic_6,managing caregiver burnout,2023-10-12,lily
55,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",to learn about support resources q&a  mental health,Topic_6,preparing for the post-partum period and maternity leave,2023-08-22,erica
30,Topic_6,"topic, learn, improve, help, care, other, time, habit, relevant, way, navigate, stress, add, emotion, family, think, new, find, interested, relationship",the topic improved understanding of grief,Topic_6,coping with grief and loss,2023-07-13,erica
140,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",interest in topic self-soothing ideas sharing the slides for future reference,Topic_7,penn parenting_ emotion regulation in parenthood,2023-12-19,erica
141,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",interesting topic of relevance to our family different skills to learn in future situations nothing,Topic_7,penn parenting_ emotion regulation in parenthood,2023-12-19,erica
407,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",i'm having a rough time right now with my elderly parent that i was not alone nothing singleness,Topic_7,coping with recent or ongoing trauma,2024-01-11,lily
