,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
6,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_2,"change, time, make, find, people, way, pay, community, event, avenue, friend, session, sleep, think, join, go, mindfulness, recommendation, applicable, medicine",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_3,"meeting, bit, improve, time, work, information, start, value, participant, stress, disposition, less, like, dedicate, much, suggest, presentation, well, communication, ground",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_4,"violence, philly, impact, refresher, good, chronic, client, time, severely, daily, deal, reflection, many, basis, comment, lecture, survey, social, network, incorporate",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_5,"time, feel, do, relax, lack, reflection, stress, m, interested, identify, work, parent, presentation, evolve, plan, evaluation, dread, performance, deal, love",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_6,"effective, care, access, life, communication, navigate, automatically, resolution, facility, man, trauma, long, offer, cobalt, change, appreciate, grieve, dad, possibly, transparency",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
