,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
266,Topic_0,"self, need, link, break, tip, care, time, recommendation, calendar, way, session, always, management, many, attendee, several, substance, title, burnout, burn","any skills i can learn to help me socially are something i seek out its normal to not feel motivated to keep social plans more conflict resolution skills perhaps when a social event that has been planned for a long time, gets changed last minute any skills i can learn to help me socially are something i seek out",Topic_0,building a sense of community,2023-08-14,lily
190,Topic_0,"self, need, link, break, tip, care, time, recommendation, calendar, way, session, always, management, many, attendee, several, substance, title, burnout, burn","i thoroughly enjoy dr. brown's sessions! she is so knowledgeable and uses research to back her recommendations for behavior change in a very actionable way. i found applicable tips/recommendations and lots of encouragement to make change slowly, one step at a time, and to be gentle with myself along the way.  pregnancy and postpartum mood changes.",Topic_0,breaking bad habits,2023-07-14,lily
426,Topic_0,"self, need, link, break, tip, care, time, recommendation, calendar, way, session, always, management, many, attendee, several, substance, title, burnout, burn","i am very hard on myself, and almost always talk to myself negatively. i wanted to join this session because i need to make changes to the way i speak to myself, and think of myself. techniques for practicing self-love; starting out with small adjustments to my thinking make it longer! pm report, wellfocused calendar",Topic_0,self-love,2024-02-15,lily
31,Topic_0,"self, need, link, break, tip, care, time, recommendation, calendar, way, session, always, management, many, attendee, several, substance, title, burnout, burn","my parents both passed in the last year. still struggling some days. acceptance that it is ok to still be grieving. a little longer with more detail. most of what was shared was info i have read in articles. i was hoping to have more depth to reflect and look inward so i can find 'closure', or acceptance on some level.",Topic_0,coping with grief and loss,2023-07-13,erica
193,Topic_0,"self, need, link, break, tip, care, time, recommendation, calendar, way, session, always, management, many, attendee, several, substance, title, burnout, burn","some habits i'm interested in breaking. and wellfocused points. it was useful to provide an intellectual framework for changing bad habits. perhaps impractical, but perhaps gathereing info from attendees about what types of behaviors they would like to change and incorporate that a bit more directly in the talk.",Topic_0,breaking bad habits,2023-07-14,lily
39,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",subject subject audience participation (not sure they would) stress management,Topic_1,finding work_life balance,2023-08-08,erica
390,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break","work/life balance, family stress",Topic_1,managing mood-based decisions for financial management,2023-11-27,lily
65,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",recent sleep issues tips provided  weight loss after 50,Topic_1,getting better sleep,2023-09-13,erica
5,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",personal goals topic more resources if available,Topic_1,improving the relationship with yourself,2023-07-06,erica
192,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",to participate in wellfocused program. to set smaller goals. no recommendations. any.,Topic_1,breaking bad habits,2023-07-14,lily
239,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",getting a restful night's sleep,Topic_1,sleep tips,2023-07-24,lily
133,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",stress over holidays speaker was very knowledgeable,Topic_1,promoting and enhancing positive mood through the winter months,2023-12-05,erica
270,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",real life examples to use,Topic_1,bringing down emotions,2023-08-25,lily
275,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",looking for ways to cope with work related stress,Topic_0,bringing down emotions,2023-08-25,lily
70,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",the topic just thinking about different relationships in my life and communicating with them n/a!,Topic_0,improving our relationships,2023-10-09,erica
268,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",the topic sleep hygiene nothing; offer again weight loss over 50,Topic_0,bringing down emotions,2023-08-25,lily
143,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",topic is relevant for my family,Topic_1,penn parenting_ emotion regulation in parenthood,2023-12-19,erica
148,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",winter is rough for me,Topic_0,promoting positive affect in the winter months,2024-01-09,erica
87,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break",topic of interest prioritizing nothing,Topic_0,balancing work and family_,2023-10-17,erica
344,Topic_1,"other, learn, self, maybe, need, help, trauma, population, effect, share, think, habit, mention, make, much, new, target, happiness, bring, break","mom and brother 4x4 3,3,3",Topic_0,supporting family with anxiety,2023-10-02,lily
381,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",overall focus on well being suggestions to avoid seclusion no work life balance,Topic_0,fighting back on _hibernation_ mode,2023-11-14,lily
93,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",need help learning how to balance work and family everything nothing,Topic_0,balancing work and family_,2023-10-17,erica
278,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
350,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
1,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
405,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_2,"work, balance, life, improve, interaction, stressful, want, intentionality, personal, overall, presentation, self, care, relate, learn, job, mindfulness, concrete, distress, recent",interest,Topic_25,coping with grief and loss,2023-07-13,erica
278,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_3,"recommendation, other, action, specific, reflect, savor, time, respond, relationship, advice, value, learn, live, personal, self, know, improvement, want, affect, growth",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_4,"tip, get, quick, anxiety, bad, look, seem, want, reminder, group, good, challenging, crave, always, know, trauma, immediately, practical, suggestion, sure",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_5,"work, able, think, real, relationship, topic, tool, covid, time, listen, session, moment, people, allow, communication, stress, life, record, issue, make",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_6,"sleep, recommendation, hour, program, night, improve, offer, caffeine, weight, participate, tip, discuss, especially, new, want, medication, apnea, wake, loss, currently",self esteem,Topic_46,sleep tips,2023-07-24,lily
0,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",stress all,Topic_7,staying effective when burned out,2023-06-14,erica
324,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",,Topic_0,connecting with other people,2023-09-25,lily
333,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_7,"stress, work, business, adolescent, cope, find, family, end, strategy, day, way, unfinished, holiday, little, perhaps, habit, change, lifestyle, depression, balance",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
