,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
281,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",working on work family balance this year all advice given nothing,Topic_5,balancing work and family_,2023-10-17,erica
328,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want","dr. lily always had great talks.  nothing , it was great engagement",Topic_5,fighting back on _hibernation_ mode,2023-11-14,lily
137,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",current pregnancy appreciated the recommendations for resources available needed more time,Topic_5,preparing for the post-partum period and maternity leave,2023-08-22,erica
341,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",1 year anniversary of my mother's death different perspective on grief nothing,Topic_5,coping with grief during the holidays,2023-11-29,erica
276,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",curiosity  the timing is very stressful. i usually work through the lunch time.,Topic_5,balancing work and family_,2023-10-17,erica
267,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want","work life balance, stress coping skills, sleep",Topic_5,managing caregiver burnout,2023-10-12,lily
242,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",i am always looking for better ways to communicate with people in my life.,Topic_5,promoting connection to your partner,2023-10-03,lily
421,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",topic short and to the point make it a seminar so people can't interrupt,Topic_5,improving our relationships_ a focus on listening and communication,2024-02-12,erica
313,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",link was incorrect and a lot of us waiting. notes should be preloaded.,Topic_5,preparing for family conflict during the holidays,2023-11-08,lily
202,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",get healthy sleeping habits all was good to know none,Topic_5,getting better sleep,2023-09-13,erica
204,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",difficulty sleeping get out of bed and worry time,Topic_5,getting better sleep,2023-09-13,erica
154,Topic_5,"work, nothing, sleep, time, life, balance, year, stress, different, want",looking for ways to cope with work related stress,Topic_5,bringing down emotions,2023-08-25,lily
226,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",i am interested in the topic i think valuable skills were taught it was a lot of information and moved too quickly.,Topic_6,connecting with other people,2023-09-25,lily
140,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",expecting future resources make it clear what type of questions would be answered.,Topic_6,preparing for the post-partum period and maternity leave,2023-08-22,erica
171,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",my husband passed last week and i just returned to work grief is not a linear process,Topic_6,coping with grief,2023-08-30,lily
187,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",topic is important to me slides to back up what the speaker was saying it was a bit rushed at the end,Topic_6,time management,2023-09-12,lily
364,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",interest in topic self-soothing ideas sharing the slides for future reference,Topic_6,penn parenting_ emotion regulation in parenthood,2023-12-19,erica
117,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",wanted to hear the information. the information itself. nothing elder care for parents,Topic_6,getting reconnected to the _big picture_,2023-08-10,lily
15,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_6,coping with grief and loss,2023-07-13,erica
191,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",well focus all the information was very useful. nothing elder care,Topic_6,time management,2023-09-12,lily
77,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",i find these sessions to be very supportive. support no recommendations none specific,Topic_6,building a social network,2023-07-20,lily
24,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",experiencing my own grief time heals all wounds nothing,Topic_6,coping with grief and loss,2023-07-13,erica
282,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",personal education all information no recommendations no recommendations at this time.,Topic_6,balancing work and family_,2023-10-17,erica
21,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",experiencing grief nothing did not receive link after sugning up,Topic_6,coping with grief and loss,2023-07-13,erica
19,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self","the recent death of my son on june 20, 29023 yes nothing",Topic_6,coping with grief and loss,2023-07-13,erica
217,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self","productive negotations (salary increases, etc)",Topic_6,connecting with other people,2023-09-25,lily
174,Topic_6,"nothing, time, information, grief, questions, personal, like, recommendations, yes, self",the topic  the opportunity to ask questions. blended families,Topic_6,coping with grief,2023-08-30,lily
168,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",lost two people back-to-back  more about acceptance and how to deal with not accepting loss,Topic_7,coping with grief,2023-08-30,lily
295,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",personal improvement recognizing one's emotions in the moment. no recommendations. setting boundaries.,Topic_7,strategies for emotion regulation,2023-10-24,erica
173,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",recent death of my father. helped with recent loss and understanding how i was coping with it. no,Topic_7,coping with grief,2023-08-30,lily
110,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",subject subject audience participation (not sure they would) stress management,Topic_7,finding work_life balance,2023-08-08,erica
212,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",only sleeping 4-6 hours - waking up 2 times a night tips for sleep nothing,Topic_7,understanding nightmares,2023-09-18,lily
409,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",the title of the course being a survivor of domestic violence i felt this was very helpful for others and myself,Topic_7,relationships that hurt_ navigating intimate partner violence,2024-02-06,lily
248,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",life's anxieties nice pointers to apply nothing not sure,Topic_7,improving our relationships,2023-10-09,erica
5,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",depression mrs. brown is personable and mindful of chat questions.,Topic_7,family check-in,2023-06-28,lily
302,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",interest in topic explanations and suggestions to deal with emotions nothing anxiety,Topic_7,strategies for emotion regulation,2023-10-24,erica
378,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",been feeling stressed. sense of community; demeanor of host,Topic_7,promoting positive affect in the winter months,2024-01-09,erica
166,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",my finance past on 8/8/23 how to deal with the anger and guilt,Topic_7,coping with grief,2023-08-30,lily
139,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",i am birthing mom whole session nothing,Topic_7,preparing for the post-partum period and maternity leave,2023-08-22,erica
39,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",loss of my father tips provided,Topic_7,coping with grief and loss,2023-07-13,erica
65,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",timely very specific actions proposed,Topic_7,building a social network,2023-07-20,lily
124,Topic_7,"nothing, good, like, going, tips, loss, recent, would, way, stress",email   email,Topic_7,building a sense of community,2023-08-14,lily
386,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",i'm having a rough time right now with my elderly parent that i was not alone nothing singleness,Topic_8,coping with recent or ongoing trauma,2024-01-11,lily
165,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",topic and having attended other of dr. brown's talks thinking strategies nothing vasovagal therapy,Topic_8,coping with grief,2023-08-30,lily
263,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",role strain elements of caregiver fatigue practice techniques ptsd,Topic_8,managing caregiver burnout,2023-10-12,lily
344,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",knowledge for patients and families tips on managing holidays in a new way,Topic_8,coping with grief during the holidays,2023-11-29,erica
76,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",i am introverted. being social can be challenging. practical advice about handling anticipatory anxiety,Topic_8,building a social network,2023-07-20,lily
238,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",need to bring happiness in my home made me more aware of my own issue and responsibilities,Topic_8,promoting connection to your partner,2023-10-03,lily
17,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_8,coping with grief and loss,2023-07-13,erica
167,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",recently lost my mother and it spoke to me sleep recommedations  parenting,Topic_8,coping with grief,2023-08-30,lily
210,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",desire to improve my overall disposition i liked the suggested activities,Topic_8,understanding nightmares,2023-09-18,lily
390,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",have a ten year old son the resources nothing,Topic_8,parents @ penn medicine_ supporting your child with anxiety,2024-01-16,erica
411,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",i am a survivor it's not too late for counseling to overcome my issues,Topic_8,relationships that hurt_ navigating intimate partner violence,2024-02-06,lily
236,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",that my daughter and myself both have anxiety. on how to deal with my and my daughters's anxiety.,Topic_8,supporting family with anxiety,2023-10-02,lily
78,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",social networking not cancel out on invitations,Topic_8,building a social network,2023-07-20,lily
345,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",reflection time time for comments,Topic_8,coping with grief during the holidays,2023-11-29,erica
13,Topic_8,"nothing, time, im, change, life, sessions, make, way, session, recommendations",have to deal with isssues with my parents,Topic_8,recovering from family conflict,2023-07-06,lily
200,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing",i consistently have a hard time falling asleep relaxation tips were very helpful nothing,Topic_9,getting better sleep,2023-09-13,erica
100,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing",well focus different things you can try to help you fall asleep. nothing,Topic_9,sleep tips,2023-07-24,lily
138,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing","i am 8 months pregant it was just ok make in longer, no so general parenting, communicating effectively",Topic_9,preparing for the post-partum period and maternity leave,2023-08-22,erica
369,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing",self improvement valued living questionnaire no recommendations no recommendations at this time.,Topic_9,promoting values-based changes in the new year,2024-01-04,erica
143,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing",expecting first baby a mental health professional being there offering free counseling,Topic_9,preparing for the post-partum period and maternity leave,2023-08-22,erica
375,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing",post holiday stress looking back and remembering and looking forward,Topic_9,promoting positive affect in the winter months,2024-01-09,erica
231,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing",17 year old with anxiety overall global advice nothing similar,Topic_9,supporting family with anxiety,2023-10-02,lily
402,Topic_9,"nothing, time, work, stress, self, new, anxiety, recommendations, loss, dealing",self improvement the techniques for prioritizing. no recommendations no recommendations at this time.,Topic_9,sprucing up time management,2024-01-26,erica
